CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
13764.0,70,3,553777.09,3,3,5,Potential Loyalist
13767.0,1,52,1019774.73,5,5,5,Champions
13769.0,1,16,354993.38,5,5,5,Champions
13771.0,63,5,322025.26,3,4,5,Potential Loyalist
13772.0,33,3,514539.88,3,3,5,Potential Loyalist
13774.0,81,1,69742.26,2,1,2,About To Sleep
13777.0,0,41,560752.2,5,5,5,Champions
13778.0,102,1,26599.14,2,1,1,About To Sleep
13780.0,6,2,128506.21,5,2,3,Loyal Customers
13781.0,250,1,34760.5,1,1,2,Lost
13782.0,12,6,311392.61,4,4,4,Champions
13784.0,9,11,67842.05,5,5,2,Loyal Customers
13786.0,366,1,10319.4,1,1,1,Lost
13787.0,75,2,68335.72,2,2,2,About To Sleep
13790.0,3,1,106682.19,5,1,3,New Customers
13791.0,42,3,51133.15,3,3,2,Potential Loyalist
13792.0,65,2,29615.07,3,2,1,About To Sleep
13798.0,0,63,1123404.1199999999,5,5,5,Champions
13799.0,116,2,105317.23999999999,2,2,3,About To Sleep
13800.0,309,1,79143.27,1,1,3,Other
13801.0,66,1,53772.1,3,1,2,About To Sleep
13802.0,137,6,153808.75,2,4,4,At Risk
13803.0,254,1,27285.64,1,1,1,Lost
13804.0,30,7,372805.36,4,5,5,Champions
13805.0,51,2,32915.2,3,2,1,About To Sleep
13806.0,63,1,26983.07,3,1,1,About To Sleep
13807.0,366,1,17628.260000000002,1,1,1,Lost
13808.0,5,5,202817.91,5,4,4,Champions
13809.0,304,1,49685.33,1,1,2,Lost
13810.0,28,4,98311.06999999999,4,4,3,Loyal Customers
13811.0,183,4,26795.27,1,4,1,At Risk
13812.0,41,3,89337.48,3,3,3,Potential Loyalist
13813.0,39,5,180522.67,3,4,4,Potential Loyalist
13814.0,55,3,165658.06,3,3,4,Potential Loyalist
13815.0,21,5,446880.67,4,4,5,Champions
13816.0,23,4,79378.06999999999,4,4,3,Loyal Customers
13817.0,28,2,57923.44,4,2,2,Loyal Customers
13819.0,301,3,73834.92,1,3,2,At Risk
13821.0,144,2,156312.71,2,2,4,About To Sleep
13822.0,5,2,242136.12,5,2,4,Loyal Customers
13823.0,18,2,104531.97,4,2,3,Loyal Customers
13824.0,32,5,124295.67,3,4,3,Potential Loyalist
13826.0,157,2,44179.740000000005,2,2,2,About To Sleep
13827.0,57,3,238833.1,3,3,4,Potential Loyalist
13828.0,21,1,34533.35,4,1,2,New Customers
13829.0,358,1,2914.2799999999997,1,1,1,Lost
13831.0,15,6,191040.64,4,4,4,Champions
13832.0,17,2,8204.41,4,2,1,Loyal Customers
13833.0,158,1,55715.17,2,1,2,About To Sleep
13835.0,24,4,136949.27,4,4,3,Loyal Customers
13837.0,211,2,38753.73,1,2,2,Lost
13838.0,5,4,428648.25,5,4,5,Champions
13841.0,252,1,506.92,1,1,1,Lost
13842.0,58,9,542759.41,3,5,5,Potential Loyalist
13844.0,10,1,63041.19,5,1,2,New Customers
13845.0,64,1,41839.94,3,1,2,About To Sleep
13846.0,24,4,122990.1,4,4,3,Loyal Customers
13848.0,91,3,13417.85,2,3,1,At Risk
13849.0,51,2,243185.77,3,2,4,About To Sleep
13850.0,87,2,247584.74,2,2,4,About To Sleep
13851.0,95,3,218341.01,2,3,4,At Risk
13853.0,8,2,65606.03,5,2,2,Loyal Customers
13854.0,8,29,253673.37,5,5,4,Champions
13856.0,168,5,47689.35,2,4,2,At Risk
13858.0,56,1,23196.45,3,1,1,About To Sleep
13859.0,325,1,49400.04,1,1,2,Lost
13860.0,0,6,162172.7,5,4,4,Champions
13862.0,17,10,336679.0,4,5,5,Champions
13863.0,244,2,48756.11,1,2,2,Lost
13865.0,57,4,81547.81,3,4,3,Potential Loyalist
13866.0,73,1,10527.880000000001,2,1,1,About To Sleep
13867.0,30,3,139072.99,4,3,3,Loyal Customers
13868.0,6,2,90739.53,5,2,3,Loyal Customers
13869.0,122,4,718946.4,2,4,5,At Risk
13870.0,1,10,300938.88,5,5,4,Champions
13871.0,22,14,818340.48,4,5,5,Champions
13873.0,119,4,58662.39,2,4,2,At Risk
13874.0,357,1,55584.08,1,1,2,Lost
13875.0,53,5,281421.46,3,4,4,Potential Loyalist
13876.0,63,1,17837.239999999998,3,1,1,About To Sleep
13877.0,85,1,14054.71,2,1,1,About To Sleep
13878.0,54,1,82748.63,3,1,3,About To Sleep
13880.0,20,13,435644.04,4,5,5,Champions
13881.0,3,22,510590.15,5,5,5,Champions
13882.0,2,6,162768.22,5,4,4,Champions
13883.0,0,9,399928.77999999997,5,5,5,Champions
13884.0,6,6,130655.64,5,4,3,Loyal Customers
13885.0,188,2,63574.23,1,2,2,Lost
13886.0,70,1,39543.89,3,1,2,About To Sleep
13887.0,203,1,62596.5,1,1,2,Lost
13888.0,119,2,90626.95999999999,2,2,3,About To Sleep
13889.0,92,1,38831.38,2,1,2,About To Sleep
13890.0,0,14,254055.55,5,5,4,Champions
13892.0,26,4,53196.35,4,4,2,Loyal Customers
13893.0,297,1,43280.9,1,1,2,Lost
13894.0,21,5,75607.71,4,4,3,Loyal Customers
13895.0,20,5,304730.73,4,4,4,Champions
13897.0,49,1,41090.14,3,1,2,About To Sleep
13898.0,325,1,45155.009999999995,1,1,2,Lost
13899.0,15,2,57759.43,4,2,2,Loyal Customers
13900.0,182,3,110742.95,1,3,3,At Risk
13901.0,71,5,371783.82,2,4,5,At Risk
13904.0,36,2,61555.75,3,2,2,About To Sleep
13908.0,79,5,285996.55,2,4,4,At Risk
13911.0,56,9,365822.07,3,5,5,Potential Loyalist
13914.0,3,3,72316.26,5,3,2,Loyal Customers
13917.0,49,2,44052.69,3,2,2,About To Sleep
13918.0,49,2,69213.93,3,2,2,About To Sleep
13919.0,52,3,79341.97,3,3,3,Potential Loyalist
13922.0,351,1,10779.1,1,1,1,Lost
13923.0,53,1,36782.8,3,1,2,About To Sleep
13924.0,1,11,363661.13,5,5,5,Champions
13925.0,35,6,119489.96,3,4,3,Potential Loyalist
13926.0,22,1,24980.62,4,1,1,New Customers
13927.0,74,1,52464.01,2,1,2,About To Sleep
13928.0,10,4,63786.41,5,4,2,Loyal Customers
13929.0,168,3,33356.68,2,3,1,At Risk
13930.0,57,2,42805.64,3,2,2,About To Sleep
13931.0,85,3,142534.03,2,3,3,At Risk
13932.0,294,1,44071.04,1,1,2,Lost
13933.0,108,2,59252.62,2,2,2,About To Sleep
13934.0,263,1,75031.52,1,1,2,Lost
13936.0,170,2,48915.19,2,2,2,About To Sleep
13937.0,168,1,12191.849999999999,2,1,1,About To Sleep
13938.0,34,1,20554.510000000002,3,1,1,About To Sleep
13939.0,22,4,113529.99,4,4,3,Loyal Customers
13940.0,16,4,115853.81,4,4,3,Loyal Customers
13941.0,21,7,147083.94,4,5,3,Loyal Customers
13946.0,78,3,20913.84,2,3,1,At Risk
13947.0,64,1,12456.099999999999,3,1,1,About To Sleep
13948.0,360,1,12115.97,1,1,1,Lost
13949.0,2,6,420987.36,5,4,5,Champions
13950.0,10,5,85752.47,5,4,3,Loyal Customers
13951.0,175,3,97570.59,2,3,3,At Risk
13952.0,210,3,331565.59,1,3,5,At Risk
13953.0,6,7,54060.47,5,5,2,Loyal Customers
13954.0,1,3,70317.8,5,3,2,Loyal Customers
13955.0,153,2,94362.56,2,2,3,About To Sleep
13956.0,4,5,386037.66,5,4,5,Champions
13958.0,371,1,11635.04,1,1,1,Lost
13959.0,78,3,190554.5,2,3,4,At Risk
13960.0,20,2,25854.46,4,2,1,Loyal Customers
13962.0,21,2,13621.09,4,2,1,Loyal Customers
13963.0,307,4,88535.48,1,4,3,At Risk
13967.0,145,1,6532.799999999999,2,1,1,About To Sleep
13969.0,6,20,1729114.47,5,5,5,Champions
13971.0,8,11,407200.68,5,5,5,Champions
13972.0,70,2,40777.78,3,2,2,About To Sleep
13973.0,286,1,24702.37,1,1,1,Lost
13974.0,48,1,60929.79,3,1,2,About To Sleep
13975.0,30,7,931116.32,4,5,5,Champions
13976.0,206,1,34299.259999999995,1,1,2,Lost
13978.0,14,2,23014.68,4,2,1,Loyal Customers
13979.0,72,1,139483.79,2,1,3,About To Sleep
13980.0,59,1,19791.64,3,1,1,About To Sleep
13982.0,38,5,279928.39,3,4,4,Potential Loyalist
13983.0,29,13,304081.58999999997,4,5,4,Champions
13984.0,26,6,44482.42,4,4,2,Loyal Customers
13985.0,3,16,928803.54,5,5,5,Champions
13986.0,16,1,39826.41,4,1,2,New Customers
13988.0,19,9,629911.62,4,5,5,Champions
13989.0,65,2,102905.06,3,2,3,About To Sleep
13990.0,212,1,50683.61,1,1,2,Lost
13991.0,11,7,213826.06,4,5,4,Champions
13992.0,29,1,11003.04,4,1,1,New Customers
13993.0,31,12,318887.8,4,5,5,Champions
13994.0,3,6,349495.48,5,4,5,Champions
13995.0,14,6,214701.52,4,4,4,Champions
13999.0,9,15,567757.55,5,5,5,Champions
14000.0,205,2,49546.08,1,2,2,Lost
14001.0,45,4,89831.9,3,4,3,Potential Loyalist
14002.0,133,2,131130.65,2,2,3,About To Sleep
14004.0,42,7,444061.79,3,5,5,Potential Loyalist
14005.0,9,5,210616.75,5,4,4,Champions
14006.0,115,3,76937.41,2,3,3,At Risk
14009.0,197,3,107036.04000000001,1,3,3,At Risk
14012.0,277,1,33799.09,1,1,2,Lost
14013.0,109,3,92825.87,2,3,3,At Risk
14014.0,76,1,98297.88,2,1,3,About To Sleep
14015.0,52,1,50753.53,3,1,2,About To Sleep
14016.0,153,5,378569.83,2,4,5,At Risk
14019.0,46,4,183929.06,3,4,4,Potential Loyalist
14020.0,16,2,102882.72,4,2,3,Loyal Customers
14021.0,154,3,64406.479999999996,2,3,2,At Risk
14022.0,224,1,82193.81,1,1,3,Other
14023.0,6,2,91600.55,5,2,3,Loyal Customers
14024.0,121,2,46861.11,2,2,2,About To Sleep
14027.0,60,1,6752.02,3,1,1,About To Sleep
14029.0,62,2,24206.1,3,2,1,About To Sleep
14030.0,17,8,617890.59,4,5,5,Champions
14031.0,6,23,695653.53,5,5,5,Champions
14032.0,1,18,356058.39,5,5,5,Champions
14034.0,21,4,206976.02,4,4,4,Champions
14035.0,28,5,189520.38,4,4,4,Champions
14036.0,284,1,107606.39,1,1,3,Other
14037.0,175,2,67506.09,2,2,2,About To Sleep
14038.0,77,4,281127.11,2,4,4,At Risk
14039.0,32,1,11503.94,3,1,1,About To Sleep
14040.0,40,15,649026.15,3,5,5,Potential Loyalist
14041.0,265,1,63202.74,1,1,2,Lost
14044.0,26,4,545411.52,4,4,5,Champions
14045.0,108,4,18645.0,2,4,1,At Risk
14046.0,283,1,24255.61,1,1,1,Lost
14047.0,8,7,105320.31999999999,5,5,3,Loyal Customers
14048.0,276,2,209646.05,1,2,4,Other
14049.0,16,6,1279918.93,4,4,5,Champions
14050.0,31,2,160174.19,4,2,4,Loyal Customers
14051.0,0,26,586668.52,5,5,5,Champions
14052.0,19,1,116477.06,4,1,3,New Customers
14053.0,123,2,14586.9,2,2,1,About To Sleep
14054.0,64,1,18140.61,3,1,1,About To Sleep
14055.0,105,1,22905.47,2,1,1,About To Sleep
14056.0,0,29,2793456.92,5,5,5,Champions
14057.0,23,18,702024.12,4,5,5,Champions
14059.0,266,1,23870.17,1,1,1,Lost
14060.0,4,20,537982.18,5,5,5,Champions
14062.0,9,12,295193.93,5,5,4,Champions
14064.0,28,7,196849.84,4,5,4,Champions
14066.0,266,1,9401.41,1,1,1,Lost
14067.0,63,2,156129.91,3,2,4,About To Sleep
14068.0,319,1,59982.04,1,1,2,Lost
14071.0,3,9,850611.16,5,5,5,Champions
14073.0,20,2,26620.45,4,2,1,Loyal Customers
14075.0,4,3,115184.67,5,3,3,Loyal Customers
14076.0,128,1,108333.08,2,1,3,About To Sleep
14077.0,40,5,109762.72,3,4,3,Potential Loyalist
14078.0,101,6,138524.63,2,4,3,At Risk
14079.0,124,1,29376.48,2,1,1,About To Sleep
14080.0,32,1,7824.0,3,1,1,About To Sleep
14081.0,266,4,410275.22,1,4,5,At Risk
14082.0,364,1,111317.79000000001,1,1,3,Other
14083.0,3,9,485681.08,5,5,5,Champions
14085.0,1,19,1119804.76,5,5,5,Champions
14087.0,2,2,181224.58,5,2,4,Loyal Customers
14088.0,9,14,1542446.39,5,5,5,Champions
14089.0,56,1,66827.15,3,1,2,About To Sleep
14090.0,324,1,3874.4999999999995,1,1,1,Lost
14092.0,7,17,574385.77,5,5,5,Champions
14093.0,11,1,300141.05,4,1,4,New Customers
14096.0,3,34,12965429.74,5,5,5,Champions
14098.0,36,1,72079.75,3,1,2,About To Sleep
14099.0,15,12,676802.85,4,5,5,Champions
14100.0,137,1,81339.84,2,1,3,About To Sleep
14101.0,73,6,78223.49,2,4,3,At Risk
14102.0,4,8,186794.05,5,5,4,Champions
14104.0,154,2,36874.35,2,2,2,About To Sleep
14105.0,84,2,230114.46000000002,2,2,4,About To Sleep
14107.0,51,8,296544.78,3,5,4,Potential Loyalist
14108.0,30,3,126141.41,4,3,3,Loyal Customers
14109.0,22,2,37794.4,4,2,2,Loyal Customers
14110.0,3,13,417292.68,5,5,5,Champions
14111.0,13,5,19736.809999999998,4,4,1,Loyal Customers
14112.0,22,12,439882.34,4,5,5,Champions
14113.0,3,8,132280.82,5,5,3,Loyal Customers
14114.0,273,2,46813.82,1,2,2,Lost
14116.0,19,5,182260.35,4,4,4,Champions
14117.0,143,1,16962.22,2,1,1,About To Sleep
14119.0,353,1,7038.0,1,1,1,Lost
14121.0,3,6,340622.95,5,4,5,Champions
14124.0,83,1,8938.43,2,1,1,About To Sleep
14125.0,10,3,414453.53,5,3,5,Loyal Customers
14126.0,7,4,38568.15,5,4,2,Loyal Customers
14127.0,122,3,95616.09,2,3,3,At Risk
14128.0,60,2,112121.91,3,2,3,About To Sleep
14129.0,1,5,148380.45,5,4,3,Loyal Customers
14130.0,318,1,169297.44,1,1,4,Other
14132.0,1,12,533317.01,5,5,5,Champions
14133.0,129,5,78129.09,2,4,3,At Risk
14135.0,1,15,336591.51,5,5,5,Champions
14138.0,1,2,125501.09,5,2,3,Loyal Customers
14139.0,45,1,79430.58,3,1,3,About To Sleep
14140.0,3,3,189131.57,5,3,4,Loyal Customers
14141.0,2,6,101474.42,5,4,3,Loyal Customers
14142.0,372,1,62036.38,1,1,2,Lost
14143.0,133,1,21122.809999999998,2,1,1,About To Sleep
14145.0,46,5,29218.7,3,4,1,Potential Loyalist
14146.0,8,6,653402.05,5,4,5,Champions
14147.0,48,3,16587.76,3,3,1,Potential Loyalist
14148.0,233,1,2469.3,1,1,1,Lost
14149.0,212,3,122264.17,1,3,3,At Risk
14150.0,35,2,56475.08,3,2,2,About To Sleep
14152.0,74,3,136954.59,2,3,3,At Risk
14154.0,238,2,130917.09,1,2,3,Other
14155.0,265,1,7110.900000000001,1,1,1,Lost
14156.0,9,66,3773194.82,5,5,5,Champions
14157.0,19,3,136075.24,4,3,3,Loyal Customers
14158.0,39,1,92141.5,3,1,3,About To Sleep
14159.0,19,14,3008907.91,4,5,5,Champions
14161.0,215,3,281710.41,1,3,4,At Risk
14162.0,173,2,74901.41,2,2,2,About To Sleep
14163.0,86,4,153214.93,2,4,4,At Risk
14164.0,70,2,80700.08,3,2,3,About To Sleep
14165.0,275,1,69268.03,1,1,2,Lost
14167.0,38,4,153920.36,3,4,4,Potential Loyalist
14171.0,97,1,179173.06,2,1,4,About To Sleep
14173.0,10,4,65281.32,5,4,2,Loyal Customers
14174.0,32,1,65552.61,3,1,2,About To Sleep
14175.0,50,7,397657.5,3,5,5,Potential Loyalist
14176.0,296,5,103911.02,1,4,3,At Risk
14177.0,84,5,113096.37,2,4,3,At Risk
14178.0,8,7,779124.06,5,5,5,Champions
14179.0,40,2,420777.86,3,2,5,About To Sleep
14180.0,10,31,645766.54,5,5,5,Champions
14184.0,66,1,54918.25,3,1,2,About To Sleep
14185.0,330,1,8552.14,1,1,1,Lost
14188.0,8,10,218153.32,5,5,4,Champions
14189.0,1,24,699924.63,5,5,5,Champions
14191.0,1,14,638196.85,5,5,5,Champions
14193.0,67,2,114580.39,3,2,3,About To Sleep
14194.0,4,32,1526947.24,5,5,5,Champions
14195.0,201,3,18613.87,1,3,1,At Risk
14196.0,106,1,23489.4,2,1,1,About To Sleep
14198.0,3,7,103195.59999999999,5,5,3,Loyal Customers
14199.0,217,1,5284.15,1,1,1,Lost
14201.0,59,9,86228.07,3,5,3,Potential Loyalist
14204.0,1,1,127652.46,5,1,3,New Customers
14205.0,10,4,96705.88,5,4,3,Loyal Customers
14206.0,238,2,39717.62,1,2,2,Lost
14208.0,94,1,29488.02,2,1,1,About To Sleep
14209.0,10,7,198602.42,5,5,4,Champions
14210.0,90,7,319926.18,2,5,5,At Risk
14211.0,52,13,280801.31,3,5,4,Potential Loyalist
14212.0,89,1,20624.95,2,1,1,About To Sleep
14213.0,371,1,15921.580000000002,1,1,1,Lost
14214.0,30,7,176156.71,4,5,4,Champions
14215.0,11,7,245036.89,4,5,4,Champions
14216.0,2,4,173559.83000000002,5,4,4,Champions
14217.0,1,24,239062.49,5,5,4,Champions
14218.0,42,1,38115.58,3,1,2,About To Sleep
14219.0,3,1,21651.489999999998,5,1,1,New Customers
14220.0,246,2,61207.47,1,2,2,Lost
14221.0,41,10,510852.34,3,5,5,Potential Loyalist
14222.0,176,1,111632.17,2,1,3,About To Sleep
14223.0,91,4,125196.79,2,4,3,At Risk
14224.0,109,4,267301.44,2,4,4,At Risk
14226.0,28,7,176692.14,4,5,4,Champions
14227.0,25,15,477505.18,4,5,5,Champions
14229.0,51,5,109191.64,3,4,3,Potential Loyalist
14231.0,178,5,152971.09,1,4,4,At Risk
14232.0,31,8,291514.66,4,5,4,Champions
14233.0,43,5,133523.5,3,4,3,Potential Loyalist
14234.0,21,4,410071.28,4,4,5,Champions
14235.0,9,6,198795.02,5,4,4,Champions
14236.0,80,2,39937.29,2,2,2,About To Sleep
14237.0,372,1,13069.22,1,1,1,Lost
14238.0,325,1,24375.88,1,1,1,Lost
14239.0,42,13,273099.73,3,5,4,Potential Loyalist
14240.0,29,2,117511.15,4,2,3,Loyal Customers
14241.0,183,1,31636.78,1,1,1,Lost
14242.0,234,2,36398.17,1,2,2,Lost
14243.0,8,14,366835.53,5,5,5,Champions
14245.0,175,5,262358.57,2,4,4,At Risk
14246.0,110,3,161159.43,2,3,4,At Risk
14247.0,277,1,52197.47,1,1,2,Lost
14248.0,317,1,30923.95,1,1,1,Lost
14250.0,6,3,228801.75,5,3,4,Loyal Customers
14251.0,1,5,215398.65,5,4,4,Champions
14256.0,253,3,164080.52,1,3,4,At Risk
14257.0,50,6,283438.05,3,4,4,Potential Loyalist
14258.0,8,10,277805.84,5,5,4,Champions
14259.0,141,1,9023.91,2,1,1,About To Sleep
14261.0,50,2,106929.53,3,2,3,About To Sleep
14262.0,7,8,318200.56,5,5,5,Champions
14264.0,154,3,46918.94,2,3,2,At Risk
14265.0,108,2,62589.81,2,2,2,About To Sleep
14267.0,150,7,175902.09,2,5,4,At Risk
14270.0,331,1,74635.2,1,1,2,Lost
14271.0,225,1,29298.899999999998,1,1,1,Lost
14272.0,73,2,87874.29000000001,2,2,3,About To Sleep
14273.0,50,4,59799.86,3,4,2,Potential Loyalist
14276.0,87,5,180511.79,2,4,4,At Risk
14277.0,14,4,542296.53,4,4,5,Champions
14280.0,196,1,25507.65,1,1,1,Lost
14282.0,2,15,391609.2,5,5,5,Champions
14284.0,30,3,91079.92,4,3,3,Loyal Customers
14285.0,20,4,64564.39000000001,4,4,2,Loyal Customers
14286.0,23,5,718291.11,4,4,5,Champions
14287.0,7,4,46098.87,5,4,2,Loyal Customers
14288.0,211,2,54871.979999999996,1,2,2,Lost
14289.0,8,6,130248.56,5,4,3,Loyal Customers
14290.0,10,6,262166.87,5,4,4,Champions
14291.0,1,12,649700.19,5,5,5,Champions
14292.0,7,14,292267.98,5,5,4,Champions
14293.0,2,4,132631.45,5,4,3,Loyal Customers
14295.0,39,2,16744.5,3,2,1,About To Sleep
14297.0,17,6,162421.23,4,4,4,Champions
14298.0,2,45,4123714.52,5,5,5,Champions
14299.0,7,18,422622.29,5,5,5,Champions
14300.0,18,1,6314.530000000001,4,1,1,New Customers
14301.0,107,2,33233.99,2,2,1,About To Sleep
14304.0,222,2,67430.09,1,2,2,Lost
14305.0,70,5,285669.2,3,4,4,Potential Loyalist
14306.0,50,3,81820.44,3,3,3,Potential Loyalist
14307.0,88,6,470783.79,2,4,5,At Risk
14309.0,7,10,301062.94,5,5,4,Champions
14311.0,224,2,69414.35,1,2,2,Lost
14312.0,46,6,230545.81,3,4,4,Potential Loyalist
14314.0,106,1,15682.890000000001,2,1,1,About To Sleep
14315.0,20,7,288186.69,4,5,4,Champions
14317.0,64,1,61217.69,3,1,2,About To Sleep
14320.0,206,3,126032.53,1,3,3,At Risk
14321.0,10,5,302020.55,5,4,4,Champions
14323.0,114,4,107796.58,2,4,3,At Risk
14326.0,234,2,32004.02,1,2,1,Lost
14327.0,162,1,30952.36,2,1,1,About To Sleep
14329.0,8,14,683107.66,5,5,5,Champions
14331.0,123,2,71468.86,2,2,2,About To Sleep
14332.0,22,3,72997.27,4,3,2,Loyal Customers
14333.0,63,2,66939.41,3,2,2,About To Sleep
14334.0,16,9,412504.44,4,5,5,Champions
14335.0,15,2,143261.9,4,2,3,Loyal Customers
14336.0,16,4,272773.6,4,4,4,Champions
14338.0,157,4,88866.20999999999,2,4,3,At Risk
14339.0,234,4,52074.32,1,4,2,At Risk
14340.0,218,1,13983.24,1,1,1,Lost
14341.0,44,9,333540.3,3,5,5,Potential Loyalist
14342.0,20,6,52854.68,4,4,2,Loyal Customers
14344.0,126,8,172677.9,2,5,4,At Risk
14345.0,38,1,16208.0,3,1,1,About To Sleep
14346.0,120,2,135430.45,2,2,3,About To Sleep
14348.0,259,1,36352.47,1,1,2,Lost
14349.0,9,1,81795.84,5,1,3,New Customers
14350.0,270,2,59235.049999999996,1,2,2,Lost
14351.0,164,1,825.6,2,1,1,About To Sleep
14352.0,156,4,107041.79,2,4,3,At Risk
14353.0,214,1,14810.740000000002,1,1,1,Lost
14354.0,5,2,17504.57,5,2,1,Loyal Customers
14355.0,365,1,27122.17,1,1,1,Lost
14356.0,59,4,104555.93,3,4,3,Potential Loyalist
14357.0,42,1,107279.46,3,1,3,About To Sleep
14359.0,18,6,138788.97,4,4,3,Loyal Customers
14360.0,31,4,287300.46,4,4,4,Champions
14362.0,21,1,97407.04,4,1,3,New Customers
14364.0,108,8,170940.35,2,5,4,At Risk
14367.0,7,19,1310924.87,5,5,5,Champions
14368.0,319,1,24253.29,1,1,1,Lost
14371.0,294,1,5244.12,1,1,1,Lost
14373.0,357,1,13983.329999999998,1,1,1,Lost
14375.0,184,1,245584.48,1,1,4,Other
14377.0,190,2,30192.83,1,2,1,Lost
14379.0,43,2,120312.31999999999,3,2,3,About To Sleep
14381.0,51,1,136355.86,3,1,3,About To Sleep
14382.0,25,1,350020.88,4,1,5,New Customers
14383.0,37,3,145238.71,3,3,3,Potential Loyalist
14385.0,8,3,55333.16,5,3,2,Loyal Customers
14386.0,296,1,17381.07,1,1,1,Lost
14387.0,32,3,389242.6,3,3,5,Potential Loyalist
14388.0,8,10,481824.98,5,5,5,Champions
14389.0,8,5,167622.19,5,4,4,Champions
14390.0,9,13,760914.29,5,5,5,Champions
14393.0,217,1,7480.67,1,1,1,Lost
14395.0,1,12,847369.71,5,5,5,Champions
14396.0,64,2,175717.88,3,2,4,About To Sleep
14397.0,0,23,229146.58,5,5,4,Champions
14400.0,140,2,78812.28,2,2,3,About To Sleep
14401.0,3,14,441693.63,5,5,5,Champions
14403.0,129,5,65645.59,2,4,2,At Risk
14404.0,33,7,261364.76,3,5,4,Potential Loyalist
14406.0,118,1,38999.59,2,1,2,About To Sleep
14407.0,106,9,172094.41,2,5,4,At Risk
14408.0,10,7,217114.47,5,5,4,Champions
14409.0,70,7,173066.04,3,5,4,Potential Loyalist
14410.0,15,15,751467.35,4,5,5,Champions
14411.0,310,1,34929.31,1,1,2,Lost
14412.0,34,3,116126.0,3,3,3,Potential Loyalist
14413.0,361,1,73205.54,1,1,2,Lost
14414.0,91,8,254165.68,2,5,4,At Risk
14415.0,0,18,1584518.15,5,5,5,Champions
14416.0,21,2,28539.79,4,2,1,Loyal Customers
14418.0,3,3,284550.69,5,3,4,Loyal Customers
14419.0,10,6,455352.91000000003,5,4,5,Champions
14420.0,84,2,96066.58,2,2,3,About To Sleep
14421.0,56,2,75936.75,3,2,3,About To Sleep
14422.0,0,6,546480.46,5,4,5,Champions
14423.0,217,1,4909.990000000001,1,1,1,Lost
14424.0,17,1,99.18,4,1,1,New Customers
14426.0,18,16,641368.49,4,5,5,Champions
14427.0,49,2,46498.48,3,2,2,About To Sleep
14428.0,6,7,384574.43,5,5,5,Champions
14431.0,298,2,72913.93,1,2,2,Lost
14432.0,9,6,942859.35,5,4,5,Champions
14434.0,21,6,31634.52,4,4,1,Loyal Customers
14436.0,98,1,15725.49,2,1,1,About To Sleep
14437.0,142,2,9889.92,2,2,1,About To Sleep
14438.0,305,1,22552.98,1,1,1,Lost
14439.0,319,1,81150.16,1,1,3,Other
14440.0,7,5,133166.34,5,4,3,Loyal Customers
14441.0,0,10,154450.82,5,5,4,Champions
14442.0,1,5,188626.0,5,4,4,Champions
14443.0,53,7,267124.09,3,5,4,Potential Loyalist
14446.0,0,4,779099.49,5,4,5,Champions
14447.0,18,5,178925.12,4,4,4,Champions
14448.0,8,2,44508.36,5,2,2,Loyal Customers
14449.0,18,4,702839.77,4,4,5,Champions
14450.0,180,3,106568.23,1,3,3,At Risk
14451.0,59,2,284058.36,3,2,4,About To Sleep
14452.0,10,2,168434.88,5,2,4,Loyal Customers
14453.0,189,1,51032.99,1,1,2,Lost
14456.0,4,14,2557460.04,5,5,5,Champions
14457.0,310,1,10607.48,1,1,1,Lost
14459.0,154,1,114738.86,2,1,3,About To Sleep
14460.0,109,4,27430.0,2,4,1,At Risk
14461.0,147,3,443219.55,2,3,5,At Risk
14462.0,63,15,621682.26,3,5,5,Potential Loyalist
14463.0,97,3,9385.77,2,3,1,At Risk
14465.0,246,3,346717.99,1,3,5,At Risk
14466.0,28,7,176185.51,4,5,4,Champions
14467.0,17,4,253337.13999999998,4,4,4,Champions
14470.0,11,2,114454.76,4,2,3,Loyal Customers
14472.0,103,8,703967.29,2,5,5,At Risk
14473.0,73,2,30738.49,2,2,1,About To Sleep
14474.0,42,2,64707.58,3,2,2,About To Sleep
14475.0,71,6,126771.06,2,4,3,At Risk
14476.0,256,1,40937.21,1,1,2,Lost
14477.0,19,5,23500.79,4,4,1,Loyal Customers
14479.0,253,2,33396.33,1,2,1,Lost
14480.0,10,1,44752.99,5,1,2,New Customers
14481.0,164,2,97402.47,2,2,3,About To Sleep
14482.0,17,6,390529.62,4,4,5,Champions
14483.0,149,2,16546.94,2,2,1,About To Sleep
14484.0,49,1,47959.51,3,1,2,About To Sleep
14485.0,38,1,124589.73999999999,3,1,3,About To Sleep
14487.0,26,7,381040.75,4,5,5,Champions
14488.0,50,2,151750.81,3,2,4,About To Sleep
14489.0,206,1,67646.44,1,1,2,Lost
14491.0,174,2,41958.03,2,2,2,About To Sleep
14493.0,6,7,338866.22,5,5,5,Champions
14494.0,25,1,20158.9,4,1,1,New Customers
14495.0,50,2,11355.279999999999,3,2,1,About To Sleep
14496.0,311,2,38017.65,1,2,2,Lost
14497.0,300,2,77460.33,1,2,3,Other
14498.0,42,5,480514.87,3,4,5,Potential Loyalist
14499.0,25,3,570743.93,4,3,5,Loyal Customers
14500.0,87,3,16246.74,2,3,1,At Risk
14501.0,63,3,16230.02,3,3,1,Potential Loyalist
